time,QI_CIT@PV,QI_P14@PV,QI_P11@PV,QI_P12@PV,QI_P15@PV,QI_P17@PV,QI_P21@PV,QI_P21_2@PV,QI_P48@PV,QI_P52@PV,QI_P53@PV,QI_P54@PV,QI_P55@PV,QI_P56@PV,QI_P58@PV,QI_P60_1@PV,QI_P60_2@PV,QI_P60_3@PV,QI_P51@PV,QI_P06@PV,QI_P21_TOT@PV,QI_P03@PV,QI_P50@PV,QI_P18@PV
2021-09-26 06:19:00,50.967602,83.753998,277.73001,54.679401,48.0,41.0,58.0,4.0,269.0,22.0,13.0,12.0,38.0,20.0,66.0,100.548,242.097,83.181801,0.0,8.2383604,69.0131,45.140598,44.6264,4.5
2021-09-26 06:20:00,51.278801,69.907402,287.85699,55.2393,47.0,19.0,54.0,4.0,273.0,22.0,13.0,12.0,44.0,19.0,67.0,94.328697,242.321,84.5186,0.0,7.6854501,57.9067,44.971901,25.1572,11.5052
2021-09-26 06:21:00,51.085602,55.432598,284.142,53.895802,47.0,35.0,47.0,4.0,271.0,22.0,13.0,12.0,31.0,18.0,62.0,94.320099,240.75101,85.052101,0.0,6.9749999,50.924999,42.9179,31.3813,2.76455
2021-09-26 06:22:00,51.589001,53.896301,284.75,54.0387,48.0,17.0,51.0,4.0,271.0,24.0,13.0,12.0,18.0,19.0,54.0,93.321404,239.629,85.0382,0.0,6.28056,54.226601,44.243099,43.010601,17.0741
2021-09-26 06:23:00,50.456501,50.592602,277.64801,52.958801,48.0,29.0,72.0,4.0,268.0,25.0,13.0,12.0,17.0,20.0,58.0,93.121696,238.731,86.263199,0.0,5.8125,74.996498,51.047199,25.300301,0.47197399
2021-09-26 06:24:00,51.2024,52.621399,285.267,54.0369,49.0,17.0,69.0,4.0,271.0,27.0,13.0,12.0,16.0,20.0,73.0,92.097198,238.95599,88.217003,0.0,6.0892901,72.937302,48.4851,40.789101,21.6637
2021-09-26 06:25:00,50.7589,51.670601,282.68799,53.563499,48.0,37.0,53.0,4.0,269.0,28.0,13.0,12.0,16.0,19.0,73.0,92.160698,238.95599,84.4188,0.0,7.4464302,57.0303,45.890301,32.484402,0.48015901
2021-09-26 06:26:00,50.257599,50.997002,299.36499,53.8214,49.0,16.0,47.0,4.0,271.0,30.0,13.0,12.0,19.0,19.0,79.0,78.956398,238.731,82.630997,0.0,7.9980102,50.5919,42.2668,26.4505,16.728701
2021-09-26 06:27:00,50.7589,52.0238,296.40302,54.0121,49.0,32.0,48.0,4.0,266.0,29.0,13.0,12.0,36.0,18.0,75.0,87.147499,237.61,82.3302,0.0,7.7121,51.786499,33.8909,44.9781,0.97156101
2021-09-26 06:28:00,49.8876,53.963299,286.272,54.4762,51.0,16.0,67.0,4.0,269.0,25.0,13.0,12.0,30.0,19.0,70.0,90.046303,237.161,82.706299,0.0,7.4910698,70.837601,39.2631,18.9671,9.6354198
2021-09-26 06:29:00,51.269798,57.584301,289.23001,55.2966,51.0,22.0,64.0,5.0,267.0,25.0,14.0,12.0,17.0,20.0,70.0,89.848198,236.48801,76.946999,0.0,7.25178,78.598701,43.2929,30.6157,10.3142
2021-09-26 06:30:00,51.578899,60.272999,278.39899,55.4431,50.0,14.0,54.0,5.0,266.0,25.0,14.0,13.0,16.0,19.0,69.0,92.569099,235.815,77.115997,0.0,7.1752,58.669399,48.430099,46.3577,5.6527801
2021-09-26 06:31:00,51.4631,74.785698,280.22299,55.309502,50.0,38.0,46.0,3.0,268.0,24.0,14.0,13.0,15.0,19.0,69.0,93.152802,236.039,80.548203,0.0,7.0083299,49.013599,34.983898,16.1042,12.1601
2021-09-26 06:32:00,51.026798,78.948402,275.91299,55.576698,50.0,20.0,45.0,3.0,269.0,24.0,14.0,13.0,15.0,20.0,67.0,92.276802,237.61,79.414902,0.0,7.27777,47.6908,46.8055,41.970402,4.4945402
2021-09-26 06:33:00,51.413399,83.560997,278.90601,55.152802,49.0,22.0,61.0,4.0,272.0,24.0,14.0,13.0,17.0,20.0,60.0,80.462997,238.507,78.144798,0.0,7.22857,64.361099,52.599098,41.4231,15.744
2021-09-26 06:34:00,50.292301,94.530098,271.634,54.526798,47.0,33.0,70.0,4.0,263.0,27.0,14.0,12.0,35.0,18.0,66.0,93.288399,239.17999,78.709396,0.0,6.5555601,75.662399,56.468102,16.0243,0.66005301
2021-09-26 06:35:00,53.339298,105.659,284.57401,56.1161,48.0,18.0,59.0,3.0,271.0,26.0,15.0,13.0,30.0,20.0,70.0,91.985497,239.405,72.629997,0.0,5.8857098,70.227203,51.439701,44.9132,21.1551
2021-09-26 06:36:00,53.424301,103.747,279.03101,56.5476,49.0,36.0,47.0,5.0,266.0,27.0,15.0,12.0,17.0,19.0,69.0,91.724899,239.853,75.524399,0.0,6.3785701,55.211899,45.1786,27.0623,0.32539701
2021-09-26 06:37:00,53.673599,100.148,279.814,57.388401,49.0,29.0,46.0,5.0,268.0,27.0,15.0,13.0,17.0,19.0,68.0,90.596901,239.853,77.768799,0.0,6.4380999,50.0406,34.375,21.269699,18.9196
2021-09-26 06:38:00,52.0364,85.4226,273.698,70.519203,49.0,17.0,54.0,3.0,269.0,23.0,14.0,13.0,17.0,19.0,58.0,91.142899,239.629,78.115799,0.0,6.2246099,56.757301,38.459,46.583302,0.95279402
2021-09-26 06:39:00,52.0718,70.9375,271.367,70.4692,48.0,18.0,74.0,5.0,266.0,22.0,14.0,12.0,17.0,19.0,61.0,89.904404,238.731,76.515602,0.0,7.3710299,78.748001,42.718899,25.425699,10.5517
2021-09-26 06:40:00,51.160702,64.537003,273.914,65.184502,47.0,28.0,67.0,5.0,276.0,19.0,14.0,12.0,17.0,19.0,69.0,90.793701,238.95599,77.390099,0.0,8.2780399,72.623901,45.141499,35.9314,6.3439102
2021-09-26 06:41:00,51.918701,61.704399,270.45099,63.925598,48.0,12.0,55.0,3.0,270.0,23.0,14.0,12.0,35.0,19.0,69.0,91.142899,238.731,74.493301,0.0,7.6679902,56.9995,32.534901,41.204102,8.4920597
2021-09-26 06:42:00,51.413399,60.0397,269.05099,61.8274,48.0,34.0,47.0,5.0,267.0,18.0,21.0,13.0,34.0,18.0,67.0,80.941101,239.17999,74.233299,0.0,7.16891,52.377602,33.8125,24.7946,11.6501
2021-09-26 06:43:00,60.6194,59.426899,276.42099,61.894001,48.0,14.0,49.0,5.0,271.0,19.0,26.0,13.0,22.0,19.0,62.0,90.856499,239.17999,77.403702,0.0,6.5999999,53.805401,53.623299,43.614899,3.1675799
2021-09-26 06:44:00,62.3843,58.680599,272.53201,60.493099,48.0,34.0,66.0,3.0,264.0,22.0,27.0,13.0,17.0,18.0,64.0,92.480202,238.731,76.452202,0.0,6.4140201,68.009102,50.0881,25.954901,19.9216
2021-09-26 06:45:00,60.444401,57.957298,274.435,61.5476,49.0,14.0,81.0,3.0,267.0,23.0,26.0,13.0,17.0,18.0,70.0,92.714302,238.731,77.7967,0.0,6.9408102,83.985901,49.172199,24.8312,0.482887
2021-09-26 06:46:00,59.7024,58.1875,279.44199,61.9841,50.0,35.0,56.0,3.0,250.0,24.0,25.0,13.0,17.0,19.0,70.0,91.750999,239.629,77.096703,0.0,8.40662,66.419998,48.5215,45.914799,21.682899
2021-09-26 06:47:00,58.082298,58.0159,284.78201,62.3437,50.0,20.0,49.0,5.0,251.0,25.0,24.0,13.0,17.0,19.0,69.0,94.590599,239.17999,75.684402,0.0,8.9973497,53.6731,43.942699,16.8132,0.49330401
2021-09-26 06:48:00,57.0,58.618401,283.43799,61.7113,49.0,36.0,50.0,5.0,250.0,24.0,23.0,13.0,39.0,19.0,63.0,93.089302,238.283,72.4506,0.0,7.5777798,49.584202,25.1691,34.387501,13.6601
2021-09-26 06:49:00,49.559399,60.849499,300.13101,62.420601,50.0,17.0,64.0,3.0,253.0,20.0,23.0,13.0,35.0,20.0,61.0,93.884903,239.17999,77.005302,0.0,6.9537101,67.369904,36.2393,45.966702,1.43519
2021-09-26 06:50:00,47.936501,62.315498,280.29999,62.133598,51.0,27.0,81.0,3.0,251.0,20.0,22.0,13.0,16.0,19.0,69.0,93.152802,241.64799,76.803596,0.0,6.1756001,85.7967,40.568001,20.150299,9.8366404
2021-09-26 06:51:00,47.813202,62.767899,287.90399,63.481499,51.0,18.0,64.0,4.0,258.0,20.0,23.0,13.0,15.0,20.0,70.0,93.905098,242.097,77.812698,0.0,5.9893599,67.578499,33.196701,42.4259,9.6755104
2021-09-26 06:52:00,47.811699,63.765701,274.18201,62.489601,50.0,21.0,48.0,4.0,246.0,20.0,22.0,13.0,15.0,20.0,70.0,80.157402,241.424,76.636597,0.0,6.0686498,59.9781,53.738998,38.3936,6.06143
2021-09-26 06:53:00,48.061401,69.606499,272.875,62.119701,49.0,37.0,47.0,4.0,250.0,22.0,22.0,12.0,15.0,19.0,64.0,90.4524,241.64799,79.9188,0.0,7.3772502,48.451599,50.268902,19.4391,16.305799
2021-09-26 06:54:00,48.631001,83.611099,278.14499,61.894001,49.0,36.0,48.0,4.0,247.0,22.0,22.0,12.0,15.0,19.0,60.0,90.337303,242.097,75.327797,0.0,7.5994,51.817501,48.5779,45.201099,0.66402102
2021-09-26 06:55:00,48.634899,86.517899,276.203,60.916,49.0,25.0,72.0,3.0,249.0,23.0,22.0,13.0,22.0,21.0,67.0,90.366096,241.64799,74.3965,0.0,7.2710299,74.179604,51.9207,24.967199,19.8256
2021-09-26 06:56:00,49.461102,87.465302,280.50601,47.112099,51.0,19.0,68.0,5.0,251.0,25.0,22.0,13.0,35.0,21.0,72.0,91.026497,239.853,78.539398,0.0,7.4598498,72.2108,45.665901,22.759501,0.47916701
2021-09-26 06:57:00,52.581001,84.057503,275.51901,53.472198,54.0,39.0,52.0,5.0,251.0,28.0,23.0,13.0,20.0,21.0,70.0,80.008904,238.731,78.953102,0.0,7.7305598,61.9053,37.327099,47.3965,18.8099
2021-09-26 06:58:00,51.918701,79.861099,243.258,54.8036,54.0,21.0,47.0,4.0,252.0,29.0,23.0,13.0,16.0,20.0,71.0,91.492104,237.161,79.781898,0.0,7.40979,50.9888,31.125,20.028099,0.50082701
2021-09-26 06:59:00,50.807701,75.891899,257.54001,53.641899,52.0,30.0,48.0,4.0,251.0,24.0,23.0,13.0,14.0,20.0,66.0,92.190498,237.834,81.2351,0.0,7.5076699,52.061798,39.6646,33.659698,16.6786
2021-09-26 07:00:00,51.065498,76.0923,257.953,55.439201,53.0,16.0,63.0,5.0,261.0,20.0,24.0,13.0,14.0,21.0,63.0,92.129601,239.405,78.608398,0.0,8.0846596,66.026001,44.807598,45.908298,1.4765199
2021-09-26 07:01:00,49.853199,74.428101,250.735,54.744999,53.0,18.0,79.0,5.0,258.0,20.0,24.0,13.0,14.0,19.0,66.0,92.919296,240.526,75.142899,0.0,7.9626999,83.623497,46.044601,19.6154,13.5794
2021-09-26 07:02:00,50.2057,75.5382,259.686,55.643501,52.0,12.0,62.0,5.0,260.0,24.0,24.0,13.0,16.0,20.0,69.0,93.445801,240.526,77.527901,0.0,6.9547601,67.549896,45.068501,42.775002,6.8368101
2021-09-26 07:03:00,49.743099,73.763901,253.213,53.998501,51.0,34.0,50.0,5.0,256.0,19.0,24.0,13.0,34.0,20.0,69.0,103.185,240.302,78.098297,0.0,5.98598,59.543701,55.5844,39.195301,9.4375
2021-09-26 07:04:00,47.373001,67.198898,251.806,52.375,53.0,14.0,53.0,5.0,266.0,24.0,25.0,13.0,28.0,22.0,70.0,114.53,239.629,79.583702,0.0,6.2830701,58.377602,42.429401,19.846901,13.3908
2021-09-26 07:05:00,53.134899,66.402802,273.647,73.644203,50.0,24.0,50.0,5.0,245.0,21.0,23.0,12.0,17.0,18.0,59.0,430.78,239.17999,78.919197,0.0,6.0443101,55.1562,38.778301,42.7934,0.88541698
2021-09-26 07:06:00,53.741901,60.267899,275.37201,72.973503,52.0,19.0,79.0,5.0,271.0,23.0,24.0,13.0,16.0,18.0,60.0,91.488098,238.058,79.390503,0.0,7.6245999,82.948402,41.802399,24.395,20.8438
2021-09-26 07:07:00,53.4193,60.534401,278.021,71.633301,52.0,35.0,61.0,2.0,269.0,28.0,23.0,13.0,16.0,19.0,68.0,117.641,236.039,76.863503,0.0,8.4482098,63.320099,38.2612,25.0492,0.451058
2021-09-26 07:08:00,53.9259,63.2407,308.16101,72.561302,52.0,16.0,52.0,3.0,269.0,27.0,24.0,13.0,16.0,21.0,68.0,112.945,236.263,76.488098,0.0,7.9115701,55.799599,27.7437,46.377102,17.4643
2021-09-26 07:09:00,52.098202,61.648998,318.13199,71.166702,51.0,23.0,41.0,5.0,263.0,23.0,23.0,13.0,23.0,19.0,66.0,133.25101,238.283,79.268402,0.0,6.625,46.6334,27.593201,19.559,0.44543701
2021-09-26 07:10:00,51.4464,62.7836,322.03601,71.360603,51.0,15.0,47.0,5.0,266.0,22.0,23.0,13.0,36.0,19.0,62.0,150.89301,238.95599,78.913498,0.0,5.9305501,51.4189,36.845501,36.436501,13.4105
2021-09-26 07:11:00,52.1394,64.333298,309.79199,65.4683,51.0,18.0,74.0,5.0,269.0,22.0,23.0,13.0,25.0,19.0,59.0,153.72099,238.507,79.340797,0.0,6.3593898,64.754303,31.2292,44.244301,1.6187201
2021-09-26 07:12:00,51.361599,64.260399,311.901,64.514099,51.0,16.0,72.0,3.0,269.0,22.0,23.0,13.0,18.0,19.0,64.0,151.83299,238.95599,80.806999,0.0,6.6416001,76.040298,55.729198,20.0793,14.8958
2021-09-26 07:13:00,51.5984,81.169296,314.271,65.150497,51.0,22.0,49.0,4.0,269.0,22.0,23.0,13.0,17.0,20.0,69.0,168.043,240.75101,76.653,0.0,7.7199101,53.617599,70.792099,42.984402,6.9155102
2021-09-26 07:14:00,51.018501,87.882401,304.76199,63.505501,50.0,30.0,42.0,3.0,267.0,22.0,23.0,12.0,16.0,18.0,67.0,174.37399,241.424,75.055603,0.0,8.9801598,50.622398,59.252399,36.343399,9.8514404
2021-09-26 07:15:00,51.5308,99.029099,305.85699,64.795601,51.0,17.0,47.0,5.0,265.0,26.0,23.0,12.0,16.0,20.0,68.0,173.55701,241.64799,78.874802,0.0,8.6785698,44.903,53.190701,20.552799,12.9762
2021-09-26 07:16:00,51.421299,97.224701,299.30801,63.718601,51.0,36.0,66.0,5.0,264.0,28.0,23.0,12.0,29.0,19.0,59.0,164.994,242.321,78.319298,0.0,7.9396801,60.117699,49.376801,45.304199,2.06779
2021-09-26 07:17:00,52.019001,88.379601,306.54901,64.782097,51.0,23.0,71.0,5.0,265.0,29.0,23.0,12.0,37.0,20.0,59.0,161.108,240.97501,78.538902,0.0,7.3464298,76.549004,43.437,24.5767,18.563999
2021-09-26 07:18:00,51.7024,82.633102,303.27802,63.481499,50.0,16.0,61.0,5.0,269.0,30.0,23.0,12.0,29.0,20.0,68.0,164.02699,240.078,81.223396,0.0,6.3538399,66.466301,38.491402,26.871,0.472222
2021-09-26 07:19:00,52.854198,85.7444,308.32501,63.815498,50.0,19.0,49.0,5.0,265.0,29.0,23.0,12.0,16.0,20.0,68.0,162.328,239.853,80.618698,0.0,5.6580701,53.794701,43.294601,46.1035,18.2609
2021-09-26 07:20:00,51.507801,82.849701,302.05701,62.541302,49.0,24.0,45.0,3.0,264.0,23.0,23.0,12.0,15.0,20.0,68.0,173.326,239.629,75.7173,0.0,6.7010598,48.645802,32.795101,20.7607,0.54935497
2021-09-26 07:21:00,52.394299,83.988098,306.01199,63.020802,50.0,20.0,59.0,4.0,265.0,22.0,23.0,12.0,15.0,20.0,63.0,170.784,238.283,77.369904,0.0,7.3842602,63.229099,45.706699,38.6213,14.6748
2021-09-26 07:22:00,51.6227,74.185699,298.92899,62.8148,50.0,25.0,71.0,4.0,266.0,22.0,23.0,12.0,14.0,20.0,60.0,172.575,238.507,78.550201,0.0,7.4657402,75.256599,45.897202,43.6507,0.79662699
2021-09-26 07:23:00,51.6567,63.875,299.23999,62.608101,49.0,18.0,66.0,3.0,265.0,22.0,23.0,12.0,17.0,19.0,69.0,173.36099,238.95599,78.994797,0.0,7.0777798,69.955902,32.479198,19.968399,17.2656
2021-09-26 07:24:00,51.375,62.0625,298.33301,62.386902,50.0,42.0,47.0,5.0,266.0,25.0,23.0,12.0,33.0,20.0,69.0,171.97501,240.97501,80.231796,0.0,6.9324799,59.566101,44.633301,43.980301,5.1236801
2021-09-26 07:25:00,50.548599,61.531601,298.923,61.973598,49.0,21.0,43.0,5.0,263.0,25.0,23.0,12.0,27.0,20.0,68.0,161.933,241.64799,81.719398,0.0,6.7385602,47.5756,44.296501,33.828098,11.0053
2021-09-26 07:26:00,51.0466,61.267899,297.14301,63.124298,49.0,37.0,51.0,5.0,263.0,26.0,24.0,12.0,14.0,20.0,68.0,161.278,241.2,77.395897,0.0,6.88519,49.798901,50.942402,21.4144,17.063499
2021-09-26 07:27:00,50.625,60.548,299.71899,63.857101,50.0,18.0,65.0,5.0,245.0,27.0,24.0,13.0,14.0,21.0,63.0,172.187,240.97501,73.665604,0.0,7.4963002,69.434502,47.893799,46.4034,0.63756597
2021-09-26 07:28:00,51.3279,59.306,304.56799,64.296303,51.0,37.0,68.0,5.0,248.0,28.0,24.0,13.0,14.0,20.0,68.0,169.772,241.2,75.586998,0.0,8.0076103,73.250801,51.553001,23.1038,15.9153
2021-09-26 07:29:00,50.959801,70.173599,306.90399,65.752296,51.0,21.0,57.0,5.0,253.0,28.0,24.0,13.0,15.0,21.0,70.0,162.746,240.97501,79.806,0.0,7.8238101,62.178398,41.971901,31.7167,0.435516
2021-09-26 07:30:00,52.423901,74.999298,300.405,64.736801,51.0,34.0,43.0,5.0,253.0,24.0,24.0,13.0,16.0,21.0,69.0,159.605,240.078,78.2631,0.0,6.87573,47.402302,35.813801,46.258301,15.2857
2021-09-26 07:31:00,51.495499,72.432999,297.52802,63.722198,51.0,18.0,42.0,3.0,254.0,23.0,24.0,13.0,23.0,21.0,70.0,172.589,238.95599,81.439301,0.0,7.09656,44.694599,42.863098,20.389999,0.48470601
2021-09-26 07:32:00,52.6581,85.317299,298.55399,64.148201,51.0,36.0,48.0,5.0,263.0,22.0,24.0,13.0,33.0,21.0,63.0,158.786,239.17999,79.602097,0.0,7.0,52.238201,45.0112,41.170399,17.798201
2021-09-26 07:33:00,51.830399,92.399498,298.07501,64.204903,50.0,35.0,72.0,5.0,260.0,22.0,25.0,13.0,18.0,19.0,59.0,161.91701,239.405,80.210503,0.0,7.3302898,69.229103,34.0378,42.273102,0.83680499
2021-09-26 07:34:00,52.079399,97.748802,300.117,64.197701,50.0,39.0,63.0,4.0,259.0,22.0,24.0,13.0,17.0,21.0,64.0,170.576,238.731,74.449898,0.0,8.06283,67.556297,33.549099,20.161501,16.5313
2021-09-26 07:35:00,51.936501,96.833,312.52301,63.339802,50.0,20.0,51.0,3.0,260.0,22.0,25.0,13.0,17.0,22.0,69.0,173.675,238.731,74.405403,0.0,8.7116404,54.751801,46.278599,45.156898,6.75
2021-09-26 07:36:00,51.5397,86.450203,311.33801,63.118099,48.0,29.0,42.0,3.0,238.0,26.0,24.0,13.0,16.0,20.0,64.0,171.07899,240.526,77.965897,0.0,7.27037,45.8069,50.380402,28.3403,8.1226902
2021-09-26 07:37:00,51.0938,72.129601,311.439,63.050598,49.0,33.0,50.0,3.0,245.0,23.0,24.0,13.0,19.0,20.0,51.0,174.774,242.321,80.896599,0.0,6.3452401,53.926701,54.299999,23.6609,14.3843
2021-09-26 07:38:00,51.7827,65.455704,336.20401,64.0625,49.0,19.0,69.0,4.0,247.0,28.0,24.0,13.0,37.0,21.0,49.0,172.11501,242.995,82.197197,0.0,5.8660102,71.170403,47.849602,46.885799,0.57663703
2021-09-26 07:39:00,51.8601,63.704399,333.035,64.217102,49.0,41.0,70.0,4.0,251.0,26.0,26.0,13.0,24.0,21.0,70.0,174.00999,242.995,82.630798,0.0,5.83393,77.056999,36.514301,21.354799,17.2173
2021-09-26 07:40:00,63.1409,62.798901,329.491,64.211304,50.0,22.0,60.0,4.0,254.0,26.0,27.0,13.0,18.0,21.0,71.0,176.036,242.77,81.083702,0.0,6.3366399,63.9846,26.701599,33.5271,0.479332
2021-09-26 07:41:00,64.820602,62.421001,316.93201,63.697399,51.0,39.0,45.0,4.0,254.0,23.0,28.0,13.0,16.0,20.0,68.0,165.31,244.341,79.056602,0.0,7.7248702,49.599098,38.121799,46.042,15.7507
2021-09-26 07:42:00,63.703899,60.648201,323.28601,62.7621,52.0,22.0,45.0,4.0,254.0,22.0,28.0,13.0,17.0,20.0,64.0,175.507,244.565,75.097099,0.0,8.5924597,48.541401,41.632,20.192101,0.55059499
2021-09-26 07:43:00,63.964298,60.311199,317.854,62.822399,52.0,40.0,67.0,2.0,254.0,22.0,27.0,13.0,17.0,21.0,57.0,177.746,243.668,73.353798,0.0,7.9816098,54.170898,42.8312,42.884701,19.082701
2021-09-26 07:44:00,62.9086,60.967899,312.95999,63.243999,51.0,18.0,77.0,5.0,252.0,22.0,28.0,14.0,20.0,21.0,68.0,179.07401,243.44299,77.6875,0.0,7.7672,81.524101,32.126202,41.779202,0.60532397
2021-09-26 07:45:00,61.9398,62.730301,311.94699,62.119701,50.0,31.0,64.0,5.0,253.0,22.0,27.0,14.0,35.0,21.0,71.0,163.57401,242.321,79.929001,0.0,6.9333401,69.474899,32.8041,21.0476,20.6513
2021-09-26 07:46:00,62.669998,65.816002,313.569,61.3447,51.0,17.0,49.0,3.0,259.0,24.0,28.0,15.0,25.0,20.0,71.0,175.87601,241.873,81.743698,0.0,6.49616,52.659901,61.000702,46.7836,7.0135598
2021-09-26 07:47:00,62.805401,70.503502,307.892,60.292702,50.0,35.0,44.0,3.0,254.0,25.0,28.0,15.0,17.0,20.0,69.0,166.455,241.64799,79.796799,0.0,6.3420701,46.306702,53.228199,29.3181,4.4196401
2021-09-26 07:48:00,60.430599,79.794701,322.09601,61.141201,51.0,16.0,50.0,4.0,255.0,30.0,28.0,15.0,16.0,21.0,64.0,166.896,243.668,79.829201,0.0,7.6167302,48.215801,51.381401,20.343599,14.3147
2021-09-26 07:49:00,60.5625,81.559502,311.483,61.215302,50.0,35.0,59.0,5.0,256.0,28.0,28.0,15.0,16.0,20.0,68.0,164.51401,247.48199,77.788399,0.0,8.6422005,63.2672,50.9226,49.2822,0.653274
2021-09-26 07:50:00,60.127602,87.940498,322.30301,62.071899,50.0,16.0,59.0,3.0,259.0,25.0,28.0,15.0,16.0,19.0,77.0,167.16499,249.27699,78.868401,0.0,8.0584698,62.182999,48.367001,22.6455,13.4597
2021-09-26 07:51:00,59.077099,97.302803,333.603,61.9277,50.0,37.0,52.0,5.0,257.0,24.0,29.0,15.0,16.0,19.0,79.0,172.485,252.64301,78.270798,0.0,7.3103099,57.044102,64.787498,24.3776,0.538194
2021-09-26 07:52:00,59.736099,100.634,329.67899,62.0,51.0,16.0,44.0,5.0,246.0,21.0,29.0,15.0,34.0,19.0,76.0,169.793,254.213,78.766098,0.0,6.8075399,49.402901,61.363602,49.659599,17.6429
2021-09-26 07:53:00,59.249298,98.978203,312.44699,62.429901,50.0,31.0,46.0,5.0,247.0,25.0,29.0,15.0,33.0,21.0,62.0,170.985,255.11099,80.238197,0.0,6.6380901,50.7519,43.060799,20.757601,0.61755902
2021-09-26 07:54:00,58.069401,89.1306,313.83401,62.5714,50.0,17.0,54.0,5.0,249.0,23.0,30.0,15.0,23.0,20.0,64.0,173.677,256.681,77.803299,0.0,6.0846601,58.183498,28.651899,31.4814,20.362301
2021-09-26 07:55:00,58.7645,77.867104,311.33801,62.643902,50.0,38.0,73.0,5.0,251.0,23.0,29.0,15.0,17.0,21.0,72.0,173.35899,257.80301,76.086197,0.0,6.9040999,77.2314,40.030998,49.694099,1.99603
2021-09-26 07:56:00,57.427101,64.852699,310.495,62.2136,50.0,16.0,57.0,3.0,253.0,24.0,35.0,16.0,17.0,20.0,74.0,176.38901,258.25201,80.254303,0.0,7.7328,60.744701,30.5625,19.8179,14.5684
2021-09-26 07:57:00,59.067501,63.444401,311.79501,73.458298,51.0,29.0,49.0,5.0,256.0,25.0,42.0,16.0,17.0,22.0,76.0,164.966,257.57901,79.8358,0.0,7.4273801,53.8834,41.3046,39.8773,6.9256001
2021-09-26 07:58:00,57.667301,62.1563,303.66901,69.8993,50.0,29.0,47.0,4.0,254.0,26.0,45.0,16.0,17.0,20.0,68.0,164.966,258.47601,78.820503,0.0,7.5833302,50.064098,43.896,48.0079,3.9107101
2021-09-26 07:59:00,49.907398,62.733799,307.59799,64.048302,50.0,18.0,60.0,5.0,271.0,26.0,45.0,16.0,37.0,21.0,62.0,164.95399,258.92499,78.696404,0.0,7.6283102,55.366901,32.020802,19.2558,12.9203
2021-09-26 08:00:00,48.549099,61.203701,306.552,63.339802,50.0,23.0,66.0,3.0,268.0,26.0,44.0,15.0,39.0,20.0,69.0,172.02299,258.02701,78.690002,0.0,7.5347199,68.871399,45.012501,45.2169,1.65509
2021-09-26 08:01:00,49.973202,62.257301,316.43701,65.495499,51.0,22.0,56.0,4.0,271.0,22.0,43.0,16.0,22.0,21.0,72.0,171.855,257.13,78.129501,0.0,7.2718301,59.750999,44.487,43.541698,16.299601
2021-09-26 08:02:00,49.774799,59.910702,318.04599,59.916199,50.0,34.0,47.0,4.0,267.0,20.0,41.0,15.0,17.0,21.0,70.0,175.397,256.681,79.335701,0.0,8.1240797,51.560398,43.3895,20.7083,0.45238101
2021-09-26 08:03:00,53.356602,62.816101,325.71899,62.066002,50.0,35.0,47.0,3.0,268.0,18.0,41.0,15.0,17.0,22.0,71.0,173.036,257.354,78.143501,0.0,7.9939098,49.373001,40.2052,45.121601,17.987801
2021-09-26 08:04:00,52.570801,76.034401,317.078,61.527802,50.0,34.0,53.0,3.0,267.0,17.0,40.0,15.0,16.0,23.0,55.0,175.91299,257.354,76.734497,0.0,7.2527699,56.182499,39.6618,17.429199,0.527695
2021-09-26 08:05:00,54.262402,89.822098,343.77802,62.744701,51.0,23.0,64.0,5.0,267.0,22.0,41.0,15.0,16.0,22.0,50.0,186.172,254.886,75.515198,0.0,6.3333998,68.159698,43.181499,33.439201,19.9702
2021-09-26 08:06:00,53.753502,90.1931,339.08899,62.430599,50.0,37.0,58.0,5.0,268.0,17.0,40.0,15.0,36.0,22.0,68.0,193.21899,254.438,81.112999,0.0,6.1177201,63.155399,34.5117,23.4858,0.85242999
2021-09-26 08:07:00,64.447899,89.636902,329.84399,63.296101,50.0,17.0,53.0,4.0,268.0,26.0,41.0,15.0,34.0,20.0,68.0,192.259,258.47601,81.433197,0.0,6.4828701,57.4151,28.249001,30.182301,12.7768
2021-09-26 08:08:00,67.431503,81.8433,327.80099,63.623299,50.0,37.0,48.0,5.0,270.0,21.0,40.0,15.0,18.0,20.0,69.0,195.67101,259.14899,79.917603,0.0,6.7265902,53.736801,30.3652,37.4119,9.7008896
2021-09-26 08:09:00,68.316597,82.048103,322.11899,63.7229,50.0,16.0,52.0,3.0,267.0,22.0,40.0,15.0,16.0,21.0,64.0,218.306,258.47601,80.239998,0.0,7.9285698,55.7728,31.6964,15.3058,3.1319399
2021-09-26 08:10:00,70.792297,91.666702,329.55301,65.094902,50.0,35.0,73.0,5.0,269.0,26.0,41.0,15.0,16.0,21.0,47.0,198.056,258.02701,78.529999,0.0,8.4988098,77.0308,31.6201,45.843899,12.5985
2021-09-26 08:11:00,68.983002,91.527802,318.38599,63.611099,50.0,16.0,71.0,5.0,268.0,26.0,41.0,15.0,16.0,20.0,53.0,202.629,258.70099,79.381401,0.0,7.85536,76.162399,42.370602,0.38749999,3.1069801
2021-09-26 08:12:00,69.533699,96.190002,316.80301,65.214302,50.0,36.0,53.0,5.0,268.0,21.0,42.0,15.0,17.0,21.0,60.0,195.645,258.92499,77.919601,0.0,6.5391502,58.080502,40.6152,51.309299,15.562
